cvrnum;employees;established;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;currency;
36463694;2 - 4;2014;2019;280,67;4,6;63,9;-;289;428;31;DKK;
36464488;2 - 4;2014;2019;132,35;-13,8;27,3;-;779;330;-151;DKK;
36469013;5 - 9;2014;2019;104,63;11,4;13,2;-;773;67;32;DKK;
36469528;20 - 49;1955;2019;29,99;-1,7;89,7;-;-;623.153;119.561;DKK;
36471190;-;2014;2019;0;6,9;46,5;-;818;4.240;407;DKK;
31884993;200 - 499;2008;2019;93,02;0,2;2;1.061.104;76.151;11.091;0;DKK;
34606382;20 - 49;2012;2019;272,74;41,5;48,4;-;22.273;5.326;3.742;DKK;
36473576;2 - 4;2014;2019;726,42;10,9;86,8;-;903;1.773;167;DKK;
35210717;5 - 9;2013;2019;891,09;13,8;90,7;-;4.216;4.781;632;DKK;
36477490;5 - 9;2014;2019;163,11;31;49;-;4.084;1.408;693;DKK;
36477679;2 - 4;2015;2019;101,14;16,4;35,8;-;840;224;81;DKK;
36481587;2 - 4;2015;2019;65,46;13,7;46;539;539;796;190;DKK;
36484381;2 - 4;2015;2019;102,27;5;3,2;-;1.494;214;163;DKK;
36485701;5 - 9;2015;2019;211,42;27,9;54,5;-;2.649;1.502;594;DKK;
36486031;2 - 4;2015;2019;85,58;102,8;18,6;-;2.325;162;695;DKK;
36488204;10 - 19;2015;2019;118,67;3,5;17,1;-;6.821;4.506;479;DKK;
39611082;2 - 4;2018;2019;307,89;-6,8;9,5;-;-227;358;-242;DKK;
48233511;-;1970;2019;138,32;13,3;35,4;1.244.360;883.522;265.173;78.023;DKK;
31170230;10 - 19;2008;2019;176,41;4,2;41;-;3.254;1.098;16;DKK;
39317850;20 - 49;2018;2019;104,62;22,9;21,8;26.205;20.034;3.005;2.714;DKK;
36492430;5 - 9;2015;2019;155,72;9,9;42,1;-;2.074;581;116;DKK;
36498323;-;2015;2019;51,75;-30,8;-93,2;-;-90;-249;-83;DKK;
13396949;10 - 19;1989;2020;153,09;31,7;30,5;-;8.067;2.459;1.959;DKK;
16049441;50 - 99;1992;2018;84,34;-2;35,9;413.019;71.949;192.075;1.272;DKK;
25193598;2 - 4;1999;2019;138,4;31,4;37,3;-;2.173;464;307;DKK;
25309103;20 - 49;2000;2019;242,39;8,3;60,9;-;22.215;49.281;9.007;DKK;
29529167;20 - 49;2006;2019;190,55;27,2;38,7;-;20.492;5.908;3.185;DKK;
31081610;500 - 999;2007;2019;56,23;2,6;40,8;872.825;392.877;491.599;2.403;DKK;
38144715;2 - 4;2016;2018;43,22;64;29,1;-;416;53;90;DKK;
26675782;10 - 19;2002;2018;104,51;14,7;17,9;-;5.751;584;497;DKK;
30554795;5 - 9;2007;2019;234,88;5,6;28,6;-;3.067;1.978;272;DKK;
36532297;2 - 4;2015;2019;342,6;-4,4;2,3;-;573;64;-111;DKK;
36533056;5 - 9;2015;2019;82,16;0,2;9,6;-;2.158;212;-33;DKK;
36534850;10 - 19;2015;2019;111,31;8,3;19,6;-;2.995;1.022;167;DKK;
36535636;20 - 49;2015;2019;120,28;1,7;52,9;-;9.633;4.067;81;DKK;
36536780;5 - 9;2015;2019;89,11;-4,4;9,4;-;1.629;252;-178;DKK;
39741172;-;2018;2018;69,56;-42,2;-29,7;-;1.930;-4.006;-5.906;DKK;
36540532;2 - 4;2015;2019;95,88;32;-0,2;-;794;-2;312;DKK;
36545208;10 - 19;2015;2019;174,11;23,6;58,2;-;7.160;5.347;1.675;DKK;
36546913;2 - 4;2015;2019;152,35;42,8;45,5;-;1.660;1.254;906;DKK;
36548592;10 - 19;2015;2019;257,3;30,8;58,6;-;11.640;6.402;2.612;DKK;
36549939;10 - 19;2015;2019;81,34;-4;17,1;-;3.309;619;-184;DKK;
36552352;5 - 9;2015;2019;137,35;13;37,3;-;5.115;4.817;1.207;DKK;
36552433;5 - 9;2015;2019;97,81;24,6;33,5;-;2.476;705;401;DKK;
36553197;5 - 9;2015;2019;152,43;14,1;36,4;-;3.376;570;161;DKK;
36558334;5 - 9;2015;2019;223,83;23,3;58,4;-;2.806;2.065;603;DKK;
29526532;20 - 49;2006;2018;98,63;11,3;11;-;38.318;8.154;2.098;DKK;
36561874;5 - 9;2015;2019;153,43;14,3;36,3;-;2.251;555;134;DKK;
36562455;1;2015;2019;128,56;-10,4;27,6;-;64;276;-107;DKK;
34695806;50 - 99;2012;2019;149,52;16,4;32,8;-;35.703;6.957;2.812;DKK;
36564237;50 - 99;2015;2019;111,62;-22,3;18,7;-;33.051;8.663;-8.595;DKK;
36569417;2 - 4;1976;2019;90,77;10,9;-10,2;-;1.106;-227;179;DKK;
39549425;5 - 9;2018;2019;74,08;12,9;10,1;-;2.803;210;160;DKK;
33963556;-;2011;2019;106,75;4,8;27,1;3.731.600;-;579.900;92.900;DKK;
34467056;5 - 9;2012;2019;166,55;14,8;44,2;-;3.338;1.121;286;DKK;
36665718;20 - 49;1971;2019;118,29;6,8;17,3;-;9.179;1.907;466;DKK;
36686367;5 - 9;2015;2019;128,34;20,5;36,5;-;3.493;997;395;DKK;
35672141;10 - 19;2014;2019;153,46;17,7;37,5;8.180;4.192;630;225;DKK;
37614904;50 - 99;2016;2019;81,66;14,5;35,2;-;74.543;48.693;7.892;DKK;
37841676;20 - 49;2016;2019;79,37;19,6;20,4;-;22.370;5.507;4.336;DKK;
36699493;10 - 19;2015;2019;210,71;44,3;56,1;-;8.534;2.217;1.350;DKK;
36699752;50 - 99;2015;2019;111,52;-41,9;30,7;-;8.970;10.903;-13.363;DKK;
36700149;2 - 4;2015;2019;70,63;-105,2;-41,6;4.890;374;-113;-287;DKK;
36700890;1;2015;2019;126,78;0;21,1;-;348;50;0;DKK;
36701358;2 - 4;2015;2019;342,65;24,6;36,1;-;3.091;1.083;657;DKK;
36703873;20 - 49;2015;2019;116,36;9,7;21,4;-;13.349;2.170;537;DKK;
36707321;100 - 199;2015;2019;174,68;7,2;57,8;-;70.977;121.189;11.868;DKK;
29181780;2 - 4;2005;2019;289,6;11,3;50,7;-;743;990;147;DKK;
36708484;10 - 19;2015;2019;135,12;19,9;47,5;-;4.671;2.753;843;DKK;
36710667;2 - 4;2015;2019;125,14;-20,9;21,2;-;1.164;349;-341;DKK;
33768249;5 - 9;2011;2018;234,91;3,6;59;-;1.401;1.357;63;DKK;
36718935;5 - 9;2015;2019;248,43;-0,8;60,5;-;849;697;-4;DKK;
37745073;10 - 19;2016;2019;180,26;1,3;68,1;-;5.038;3.020;3;DKK;
25397096;20 - 49;2000;2019;95,68;-16,5;3,7;-;9.104;189;-702;DKK;
36728183;5 - 9;2015;2019;142,41;4,8;25,1;-;4.724;1.070;69;DKK;
36057890;-;2014;2019;69,71;55,2;-47;-;148;-126;115;DKK;
36733829;20 - 49;2015;2019;105,65;8,1;24,1;-;5.616;4.365;851;DKK;
36734841;10 - 19;2015;2019;168,24;28,1;47,1;-;5.983;1.966;907;DKK;
36737522;2 - 4;2015;2019;34,49;14,7;-44,6;-;834;-776;119;DKK;
36831812;20 - 49;1976;2019;270,14;28,3;67,9;-;27.730;19.894;6.648;DKK;
60698813;500 - 999;1981;2019;218,45;2,1;42,1;1.028.568;733.528;1.762.940;14.353;DKK;
36889950;10 - 19;2015;2019;128,95;5,7;12,4;-;3.196;732;107;DKK;
36897082;5 - 9;2015;2019;220,41;0,5;81,8;-;1.628;2.216;9;DKK;
36898275;2 - 4;2015;2019;23,55;-7;4,3;-;1.000;105;-231;DKK;
36901462;5 - 9;2015;2019;115,47;-3,3;16,9;-;2.429;768;-116;DKK;
38265806;20 - 49;2016;2019;123,73;-206,3;14,7;-;6.424;880;-12.431;DKK;
36924241;2 - 4;2015;2019;52,69;14,5;-16,9;-;808;-79;41;DKK;
29307237;20 - 49;2006;2019;156,29;12,7;32,9;-;29.563;15.069;4.409;DKK;
36930039;50 - 99;2015;2018;84,05;5,5;68,3;139.181;38.311;78.428;3.789;DKK;
10102626;10 - 19;2002;2019;255,69;49,6;62,7;-;10.381;3.774;2.274;DKK;
36935847;5 - 9;2015;2019;109,25;6,2;14,8;-;1.971;1.499;244;DKK;
36937041;20 - 49;2015;2019;124,21;6,6;22,4;-;7.558;2.094;281;DKK;
36937823;20 - 49;2015;2019;243,92;43,3;66,1;-;9.620;4.776;2.410;DKK;
36938072;5 - 9;2015;2019;109,76;3,3;11,6;-;2.838;599;4;DKK;
36938358;2 - 4;2015;2019;166,18;39;41,5;-;1.401;548;400;DKK;
36938552;10 - 19;2015;2019;118,34;4,4;34,4;-;5.179;1.724;76;DKK;
36938897;5 - 9;2015;2019;219,85;6;29,1;-;3.813;1.140;127;DKK;
36940018;5 - 9;2015;2019;115,79;5,5;16,5;-;3.237;505;63;DKK;
36940514;5 - 9;2015;2019;299,69;36,3;69,3;-;3.591;2.307;944;DKK;
36941596;10 - 19;2015;2018;155,23;25,6;53,4;-;2.973;1.177;36;DKK;
36941634;5 - 9;2015;2019;114,26;10,9;39,2;-;3.075;762;153;DKK;
31628210;50 - 99;2008;2018;83,92;-1,4;17,8;-;19.255;4.132;-786;DKK;
36058536;50 - 99;2014;2019;90,43;2,1;11,9;530.368;223.446;59.843;1.091;DKK;
36941820;10 - 19;2015;2019;97,36;10,8;46,4;-;8.055;4.796;712;DKK;
38331841;10 - 19;2017;2019;102,41;1,2;13,3;-;7.743;455;52;DKK;
36942088;20 - 49;2015;2019;130,03;25;22,6;-;33.716;9.027;6.936;DKK;
36944102;2 - 4;2015;2019;220,69;34,1;55,7;-;872;327;143;DKK;
36945168;2 - 4;2015;2019;931,9;25,6;89,7;-;2.848;3.549;796;DKK;
36945869;-;2015;2019;136,6;-37,1;31,4;-;-98;84;-76;DKK;
39451646;2 - 4;2018;2019;114,29;4,1;5,3;-;1.538;77;27;DKK;
39492768;200 - 499;2018;2019;196,52;6,2;41,5;336.326;71.101;130.545;11.534;DKK;
36947578;50 - 99;2015;2019;137,95;16,2;32;-;55.982;19.496;7.388;DKK;
84364517;200 - 499;1978;2018;255,63;9,4;53,3;367.410;153.440;130.064;18.312;DKK;
36955465;10 - 19;2015;2018;84,27;4,6;38,1;-;6.930;7.309;363;DKK;
36956135;2 - 4;2015;2019;323,9;25,2;69,8;-;2.123;1.681;490;DKK;
26549027;10 - 19;2002;2019;127,24;2,2;33,6;-;3.864;1.048;23;DKK;
36962313;5 - 9;2015;2018;137,92;18,8;37,3;14.970;2.099;912;353;DKK;
36963964;10 - 19;2015;2019;218,25;1,2;55,3;-;3.894;1.841;2;DKK;
36964189;20 - 49;2015;2019;131,64;9,6;18,9;-;23.889;6.865;2.363;DKK;
35388583;5 - 9;2013;2019;136,36;16,6;30,5;-;1.597;1.479;484;DKK;
36966351;5 - 9;2015;2019;129,68;26;39,9;-;2.854;720;367;DKK;
36974249;5 - 9;2015;2019;166,95;14;25,1;-;5.175;4.360;1.714;DKK;
20766816;50 - 99;1960;2017;50,18;-5,3;26;3.963.771;1.220.850;24.288.327;1.944.555;DKK;
36979305;20 - 49;2015;2019;65,26;-22,5;-21,6;-;6.798;-979;-918;DKK;
36979534;1;2015;2019;56,56;8,4;27,6;-;542;104;20;DKK;
33578741;1;2011;2019;155,94;2,8;44,2;-;662;379;17;DKK;
36982608;20 - 49;2015;2018;30,77;-53,5;-49,3;-;10.225;-6.319;-6.828;DKK;
36984619;5 - 9;2015;2019;167,21;11,4;25,1;-;2.972;640;221;DKK;
36985399;20 - 49;2015;2019;258,56;3,4;69,9;-;25.083;25.493;930;DKK;
37568481;20 - 49;2016;2019;570,39;-76,5;-8;-;-1.643;-852;-8.902;DKK;
30728726;20 - 49;2007;2018;46,84;-0,4;25,8;71.800;33.178;9.223;-476;DKK;
36989777;5 - 9;2015;2019;168,98;46,4;44,7;-;3.395;1.208;978;DKK;
36993685;2 - 4;2015;2019;102,22;16,9;23,9;-;858;109;59;DKK;
37134058;2 - 4;2015;2019;300,65;52,6;70;-;2.998;1.578;909;DKK;
37016012;50 - 99;1970;2019;260,13;26,5;60,5;-;32.917;27.423;9.326;DKK;
37031194;10 - 19;2015;2019;133,96;28,2;44,9;-;4.063;1.263;564;DKK;
37042412;20 - 49;1958;2019;136,21;7,9;33,9;-;18.187;13.115;1.865;DKK;
37048119;-;1970;2019;129,8;0;14,2;400;-;88.029;149;DKK;
37064238;10 - 19;2015;2019;173,18;20,1;42,4;-;4.155;1.647;549;DKK;
37065277;2 - 4;2015;2019;3,83;-355,4;-2.508,9;-;722;-5.563;-1.077;DKK;
31948118;10 - 19;2009;2019;164,23;31;39,3;-;10.623;2.410;1.354;DKK;
37800198;5 - 9;2016;2019;143,74;21,3;29,1;-;5.028;804;437;DKK;
39847337;5 - 9;2018;2019;74,16;26,8;25,3;-;1.304;264;214;DKK;
37112445;5 - 9;2015;2019;65,99;7,2;6,7;-;2.206;77;48;DKK;
55151628;20 - 49;1957;2019;138,88;10,4;25,9;-;13.473;7.939;2.146;DKK;
37116831;1;2015;2019;173,05;-27,4;42,4;-;-251;731;-42;DKK;
37117307;10 - 19;2015;2019;146,19;12;32,9;-;2.616;1.105;283;DKK;
37118311;100 - 199;1999;2018;101,86;-0,1;45,4;186.710;31.798;88.788;-1.512;DKK;
37119083;50 - 99;2015;2019;94,36;-0,3;22,6;-;36.315;11.496;-358;DKK;
37121681;2 - 4;2015;2019;86,8;-24,4;-6,6;-;373;-29;-107;DKK;
37123072;-;2015;2017;102,18;6,8;8,1;-;714;120;46;DKK;
35835830;5 - 9;2014;2019;141,66;-5,3;37,8;-;1.843;319;-30;DKK;
13703973;100 - 199;1989;2018;107,32;11;46,7;267.056;172.362;231.544;40.760;DKK;
37134708;5 - 9;2015;2020;138,99;31,9;42,9;-;4.218;1.885;1.070;DKK;
37134856;1;2015;2019;34,51;-6,6;-59,7;175;116;-58;-5;DKK;
27512488;2 - 4;2004;2019;150,52;10,9;43,5;-;1.072;371;25;DKK;
37148199;5 - 9;2015;2019;116,44;20,5;22,3;-;2.633;726;481;DKK;
37157031;50 - 99;2015;2019;150,34;-18,3;45;-;31.424;16.963;-5.631;DKK;
28344910;500 - 999;1915;2019;43,13;15,3;28,1;697.518;267.995;112.882;45.557;DKK;
37171832;2 - 4;2015;2019;96,6;1,9;25;-;1.611;609;11;DKK;
37181447;-;2015;2018;176,42;-0,3;-2.145,4;26.200;25.000;-802.400;-1.808.600;DKK;
37184810;50 - 99;1971;2019;210,55;34;52,6;-;42.648;20.159;9.714;DKK;
37186813;50 - 99;1970;2019;302,49;8,4;77,8;481.112;69.293;219.116;17.932;DKK;
37188328;20 - 49;1971;2019;117,31;-11,9;0,1;-;5.543;24;-3.612;DKK;
37189170;200 - 499;2015;2019;23,24;5,6;58,3;1.240.062;297.850;130.300;24.761;DKK;
37189308;2 - 4;2015;2019;93,61;4,9;1,8;-;778;13;2;DKK;
28860552;10 - 19;2005;2019;102,81;-36;48,7;-;6.526;1.677;-108;DKK;
31755107;5 - 9;2008;2019;181,46;5,5;58,1;-;3.572;6.784;1.056;DKK;
32337120;100 - 199;2013;2019;90,69;1,1;18,9;-;66.518;22.900;0;DKK;
37198463;0;2015;2019;51,95;44,7;-92,5;-;443;-382;122;DKK;
37205656;10 - 19;2015;2019;163,76;23,4;44,2;-;5.038;5.474;2.176;DKK;
37205923;10 - 19;2015;2019;333,22;23,7;71;-;4.493;6.666;1.558;DKK;
37208965;20 - 49;2015;2019;74,32;-1,8;2;-;18.475;1.599;-4.343;DKK;
38420593;2 - 4;2017;2019;170,1;15,4;42,8;-;1.394;251;69;DKK;
38488406;10 - 19;2017;2019;94,47;-12,4;-24;-;5.114;-1.431;-1.025;DKK;
37212342;5 - 9;2015;2019;86,23;4,8;27,2;-;1.878;305;35;DKK;
37219169;100 - 199;2015;2019;196,24;7,1;28,6;-;6.528;4.240;411;EUR;
39875365;20 - 49;2018;2019;64,12;-26,8;-25,7;-;16.830;-10.765;-11.165;DKK;
37233013;10 - 19;2015;2018;89,14;5,7;5,5;-;3.325;325;159;DKK;
40078908;2 - 4;2018;2019;51,77;-9,1;-4,3;-;1.142;-66;-116;DKK;
57068515;100 - 199;1962;2019;368,2;-8,3;79,5;267.190;122.637;216.015;-14.645;DKK;
37237310;20 - 49;1976;2019;142,13;17,6;30,3;-;23.923;5.597;2.508;DKK;
37240494;5 - 9;2015;2019;127,26;16,6;21;-;2.857;496;296;DKK;
37242659;-;2015;2019;22,32;-455,6;-347,9;-;-3.294;-2.515;-2.587;DKK;
76211914;20 - 49;1984;2019;154,84;8,9;44;-;20.018;7.759;1.271;DKK;
37267309;2 - 4;2015;2019;74,07;13,8;14,1;-;1.964;272;181;DKK;
25921542;20 - 49;2001;2019;70,65;13;21,8;-;17.820;3.667;1.496;DKK;
37279447;5 - 9;2015;2019;53,9;8,4;67,4;-;1.196;1.572;131;DKK;
37281077;10 - 19;2015;2019;129,94;1,6;28,3;-;2.061;786;-14;DKK;
38751506;20 - 49;2017;2019;221,77;9,7;34,2;-;12.020;5.104;808;DKK;
32280862;2 - 4;2009;2018;144,9;2,8;31;-;790;153;4;DKK;
39281546;2 - 4;2018;2019;26,69;-91,8;-74,9;-;206;-480;-483;DKK;
33388039;10 - 19;2011;2019;165,39;-3,4;23,9;-;4.571;433;-65;DKK;
39084244;2 - 4;2017;2018;103,91;40;29;-;1.629;193;193;DKK;
37316733;20 - 49;2015;2019;116,97;16,4;15,9;-;8.480;1.736;1.087;DKK;
37317314;100 - 199;1958;2018;102,14;5,4;26,2;468.046;226.169;94.302;4.877;DKK;
37319988;20 - 49;2015;2019;121,27;12;50,3;29.030;4.492;4.781;849;DKK;
37322318;100 - 199;1942;2019;178,9;1,6;31,1;-;42.102;40.074;1.327;DKK;
11026109;10 - 19;1987;2019;123,28;-6,3;21,5;-;7.191;2.503;-462;DKK;
37327069;5 - 9;2015;2019;106,62;15,6;44,7;-;1.966;730;189;DKK;
37332852;5 - 9;2015;2019;164,12;2,5;0,1;-;1.685;6;45;DKK;
37337943;-;2016;2018;116,91;14;22,9;-;4.974;571;256;DKK;
37337994;5 - 9;2016;2019;102,4;3,5;7,6;-;1.530;466;99;DKK;
37349445;5 - 9;2015;2019;128,79;20,8;21,7;-;5.509;2.486;1.851;DKK;
36025867;5 - 9;2014;2019;299,96;14,5;72,3;-;4.987;7.045;1.171;DKK;
36450118;10 - 19;2014;2019;45,04;-2,2;5,5;-;5.002;326;-226;DKK;
37368547;-;2016;2019;120,31;8;16,9;-;667;679;179;DKK;
37369713;2 - 4;2016;2019;28,66;-28,6;-9,3;-;945;-85;-281;DKK;
37130648;1;2015;2019;105,85;21,9;42,8;-;776;441;173;DKK;
39455382;2 - 4;2018;2019;68,73;44;40,6;-;755;233;183;DKK;
31493854;5 - 9;2008;2019;57,58;-80,1;-80,1;-;1.170;-804;-657;DKK;
32648541;50 - 99;2009;2019;50,41;3,2;4,1;170.297;85.566;28.156;0;DKK;
37443980;5 - 9;2016;2019;130,29;-15,2;1;-;1.844;17;-204;DKK;
37449814;2 - 4;2016;2018;110,77;6,5;14,5;-;1.119;267;86;DKK;
30491688;10 - 19;2007;2019;136,26;19,2;31,6;-;5.253;2.036;911;DKK;
37467863;10 - 19;2016;2019;250,98;11,1;67,4;-;6.650;2.554;270;DKK;
37488410;200 - 499;1957;2019;153,63;7,2;56,8;975.871;280.454;283.750;26.683;DKK;
37499919;-;1957;2019;66,57;10;66,6;1.824.276;370.155;1.275.650;184.679;DKK;
37505757;5 - 9;2016;2019;225,92;4;17,3;-;2.924;2.750;303;DKK;
38769871;2 - 4;2017;2019;130,35;-1,8;33,8;-;788;363;-24;DKK;
61094628;500 - 999;1959;2019;259,31;14,2;52,5;2.346.296;873.518;1.391.325;390.722;DKK;
37520578;5 - 9;2016;2019;115,6;2,6;15,1;-;1.433;334;4;DKK;
29625670;10 - 19;2006;2019;157;24,9;45,9;-;9.506;3.398;1.432;DKK;
37534382;2 - 4;2016;2019;214,8;37,2;56,7;-;629;708;357;DKK;
37537314;500 - 999;1971;2019;105,7;10,2;45,1;1.265.540;581.410;653.494;151.435;DKK;
37764531;5 - 9;2016;2019;147,64;12,3;62,6;-;1.264;646;99;DKK;
37821721;5 - 9;2016;2019;138,79;-14,9;42,9;-;954;247;-82;DKK;
37543128;50 - 99;2016;2019;154,07;89,9;35,1;73.779;55.188;7.079;18.079;DKK;
37545872;5 - 9;2016;2019;208,61;23,8;61,3;-;2.570;1.976;594;DKK;
15646101;200 - 499;1991;2019;195,72;55,2;62,9;416.372;221.976;129.459;90.703;DKK;
25493044;20 - 49;2000;2018;2,42;-0,1;85,5;-;-1.225;1.069.221;23.781;DKK;
27914667;20 - 49;2004;2019;430,88;64,2;76,8;-;23.923;18.507;12.057;DKK;
37576352;5 - 9;2016;2019;54,81;-100,4;-79,3;-;1.044;-614;-629;DKK;
37524646;200 - 499;2016;2018;137,11;8,1;30,8;-;1.266;1.190;282;DKK;
39041758;10 - 19;2017;2019;112,55;28,1;24,1;-;4.507;825;649;DKK;
10627583;100 - 199;1987;2018;132,54;-1,3;23,6;512.715;57.759;72.735;729;DKK;
37590819;20 - 49;1972;2019;141,13;20,6;29,9;-;10.749;4.520;1.133;DKK;
37605751;20 - 49;2016;2019;101,03;2,5;3,2;-;10.494;699;158;DKK;
37610194;-;2016;2019;247,82;-19,1;59,6;-;-82;256;-84;DKK;
37614637;5 - 9;2016;2019;237,81;32,5;60,6;-;2.804;1.580;644;DKK;
34609950;1;2012;2019;148,72;25,4;43,3;7.591;4.128;1.061;476;DKK;
37622532;5 - 9;2016;2019;131,92;-10,8;30,2;-;667;309;-81;DKK;
39743094;2 - 4;2018;2019;50,02;-11,8;-7,6;-;1.369;-65;-115;DKK;
37627445;10 - 19;2016;2019;86,19;3,9;4,9;-;3.031;246;14;DKK;
37630756;5 - 9;2016;2019;267,47;22,6;66,9;-;4.670;4.927;1.276;DKK;
15156198;50 - 99;1991;2019;146,93;8,6;33,5;-;24.616;19.956;3.702;DKK;
37638471;2 - 4;2016;2019;121,76;5,6;18,3;-;783;320;142;DKK;
19154203;10 - 19;1996;2019;85,88;54,4;35,9;-;6.746;1.176;1.335;DKK;
37650706;10 - 19;2016;2019;343,82;-12,1;86;-;6.622;13.064;-1.438;DKK;
25647599;50 - 99;2000;2019;199,12;24,1;48,3;-;37.030;18.463;7.013;DKK;
28842538;10 - 19;2005;2019;145,15;7,3;26,1;-;6.380;2.093;431;DKK;
33582595;10 - 19;2011;2019;259,81;68;63,8;-;8.825;2.849;2.349;DKK;
37660612;20 - 49;1971;2019;162,19;22,7;40,7;-;35.000;27.642;11.831;DKK;
37662275;5 - 9;2016;2019;141,98;9,1;6;-;2.336;104;112;DKK;
38650114;2 - 4;2017;2019;18,22;-338;-219,3;-;74;-262;-404;DKK;
39916541;10 - 19;2018;2019;54,7;-10,6;-4,7;-;3.832;-116;-216;DKK;
37671452;-;2016;2018;595,26;-9,2;36,6;-;-70;992;-236;DKK;
37672416;20 - 49;1971;2019;196,82;17,1;49,4;-;13.615;8.987;2.322;DKK;
37689211;5 - 9;1975;2019;181,44;15,4;55,2;-;4.318;2.033;423;DKK;
59946013;200 - 499;1943;2019;117,46;7,1;37,9;1.534.000;598.000;492.000;50.000;EUR;
87373010;100 - 199;1979;2019;155,48;24,9;51,7;-;105.072;59.172;22.202;DKK;
37696307;10 - 19;2016;2019;119,49;6,2;9,3;-;5.796;597;91;DKK;
37741582;10 - 19;2016;2019;139,33;14,6;31,4;-;4.760;1.177;471;DKK;
40044264;10 - 19;2018;2019;121,84;13,9;18,2;-;7.691;827;327;DKK;
40102701;5 - 9;2018;2019;112,73;17,8;15;-;1.705;713;663;DKK;
10432391;20 - 49;1986;2019;184,13;5,7;56,9;-;23.758;49.069;4.722;DKK;
32827357;5 - 9;2010;2019;22,46;9,3;-50,1;-;1.819;-732;46;DKK;
37752231;10 - 19;2016;2019;131,81;9;37,4;-;4.401;2.656;433;DKK;
36416599;10 - 19;2014;2019;145,95;37,2;38,9;-;5.860;1.384;1.004;DKK;
37752940;2 - 4;2016;2019;42,66;1,3;11;-;841;248;89;DKK;
37754013;100 - 199;1963;2018;85,52;4,8;36,6;541.038;96.844;113.650;18.837;DKK;
37759422;2 - 4;2016;2019;281,44;50,1;67,7;-;1.001;798;459;DKK;
78806117;50 - 99;1985;2020;235,7;8,9;57,6;93.269;68.770;36.052;3.061;DKK;
83090413;100 - 199;1977;2019;86,74;-4,2;25,5;108.809;69.188;23.795;-3.848;DKK;
39054795;10 - 19;2017;2019;179,57;50,7;45,4;-;3.833;1.107;958;DKK;
27268641;20 - 49;2003;2019;180,42;40,5;46,1;-;41.850;11.086;7.536;DKK;
37802484;2 - 4;2016;2019;78,42;-0,4;11,7;-;482;101;-20;DKK;
35679502;10 - 19;2014;2019;45,84;-30,4;6,9;-;1.238;670;-3.289;DKK;
38144634;5 - 9;2016;2019;166,67;1,3;46,4;-;3.114;1.376;29;DKK;
12760280;100 - 199;1989;2019;146,18;6,7;37,1;-;37.111;6.100;1.104;DKK;
37820318;100 - 199;1970;2019;78,63;15,8;36,5;1.303.669;200.445;203.152;90.631;DKK;
19420604;500 - 999;1996;2019;174,83;10,1;42,9;1.105.612;225.136;212.454;39.482;DKK;
21151084;100 - 199;1998;2019;108,6;12,9;29,1;820.791;164.500;65.870;23.487;DKK;
31589770;10 - 19;2008;2019;376,49;29,6;77,2;-;3.647;2.631;785;DKK;
37824186;5 - 9;2016;2019;196,17;16,3;57,9;-;2.593;1.310;282;DKK;
34702934;10 - 19;2012;2019;126,6;34;46,7;-;15.047;4.838;2.621;DKK;
40028382;50 - 99;2018;2019;101,97;-3;10;-;24.133;3.707;-1.293;DKK;
37833282;20 - 49;2016;2019;253,37;22,8;67,9;-;8.193;2.299;578;DKK;
38735233;2 - 4;2017;2019;170,01;6,5;49,6;-;771;591;58;DKK;
39349809;10 - 19;2018;2019;76,31;6,2;2,1;-;4.922;70;170;DKK;
39676095;10 - 19;2018;2019;130,78;30,4;27,7;-;7.199;1.427;1.189;DKK;
16210714;200 - 499;1999;2018;142,26;10,7;36,2;579.734;144.467;404.037;371.198;DKK;
37837784;1;2016;2019;257,86;36,6;44,7;1.641;1.323;170;106;DKK;
25976142;2 - 4;2001;2019;178,89;-0,1;29,9;-;382;92;5;DKK;
35850937;10 - 19;2014;2019;117,16;30,4;22,6;-;7.605;1.260;1.193;DKK;
37841544;5 - 9;2016;2019;81,65;15,9;3,1;-;1.478;17;65;DKK;
38744887;2 - 4;2017;2019;360,73;25,4;75,7;-;2.565;2.838;655;DKK;
38779028;5 - 9;2017;2019;108,44;32,3;20,9;-;3.115;346;376;DKK;
37843105;10 - 19;2016;2019;71,07;-22,7;-8,7;-;2.452;-64;-147;DKK;
38821148;5 - 9;2017;2019;23,6;-184,2;-296,6;-;412;-2.602;-1.632;DKK;
44623528;-;1972;2019;138,81;4,4;22,8;3.060.803;2.251.899;379.912;39.665;DKK;
37851515;50 - 99;1920;2019;227,7;-1,9;63;106.787;11.352;41.054;-750;DKK;
27525202;10 - 19;2006;2019;130,47;-9,6;25,7;-;5.428;7.233;-3.679;DKK;
27257089;20 - 49;2003;2019;902,03;81,3;65,9;-;72.680;43.727;43.227;DKK;
37868795;2 - 4;2016;2019;190,16;6,8;53,5;-;1.687;724;52;DKK;
28860803;2 - 4;2005;2019;39,86;19,1;-43;-;883;-315;82;DKK;
37880515;20 - 49;1976;2019;135,38;14,9;24,5;-;15.696;6.147;2.762;DKK;
31891892;1;2008;2019;377,85;-0,9;84,7;-;200;24.016;1.054;DKK;
39423367;10 - 19;2018;2019;101,38;123,3;2;-;3.138;31;1.446;DKK;
39699753;2 - 4;2018;2019;21,75;-15;37,7;-;571;501;-178;DKK;
