cvrnum;employees;established;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;currency;
37552623;-;2016;2016;-;-;-;-;-345;-308;-358;DKK;
17510991;10 - 19;1993;2019;202,99;31,4;49,8;-;7.097;2.318;1.135;DKK;
17511335;2 - 4;1993;2020;280,94;22,6;74,4;-;1.880;1.240;287;DKK;
17512692;100 - 199;1993;2019;161,66;37;45,6;140.915;105.775;20.149;13.609;DKK;
17530186;10 - 19;1994;2019;368,49;10,6;73,8;-;11.224;23.647;2.729;DKK;
38547763;20 - 49;2017;2019;116,75;5,6;11,7;-;13.103;1.731;230;DKK;
17538896;50 - 99;1999;2019;118,28;4,6;22,6;63.082;15.667;6.007;1.182;DKK;
17588397;50 - 99;1994;2019;80,76;5,7;24,8;-;29.096;13.669;1.838;DKK;
17607839;100 - 199;1994;2019;150,27;34,6;47,4;-;72.138;28.307;15.916;DKK;
17611542;20 - 49;1994;2019;167,28;-10,1;8,3;-;14.094;3.094;-2.460;DKK;
68509815;50 - 99;1999;2017;108,15;3,8;47,3;217.803;69.726;240.294;24.913;DKK;
75924712;200 - 499;1984;2019;102,42;34,6;43,1;863.441;220.343;164.503;114.788;DKK;
17630695;100 - 199;1994;2019;137,87;20,9;35,7;627.631;128.389;112.543;45.897;DKK;
17630903;200 - 499;1994;2018;127,64;4,3;22,1;8.490.450;194.819;317.745;42.232;DKK;
17637673;5 - 9;1994;2019;72,25;11,7;1,8;-;1.866;64;316;DKK;
17643231;10 - 19;1994;2020;131,33;37,8;31,4;-;8.247;2.127;1.613;DKK;
17694235;100 - 199;1994;2019;209,97;23,4;56,6;-;65.361;34.064;10.864;DKK;
36074825;-;2014;2019;34,76;-9,6;-2,6;-;134;-97;-463;DKK;
29798710;20 - 49;2006;2019;241,27;7,7;62,8;-;15.906;21.292;2.345;DKK;
25694147;10 - 19;2013;2019;108,4;10,2;19,6;-;11.048;1.872;356;DKK;
28489927;10 - 19;2005;2019;381,07;19,5;61;-;7.903;3.315;790;DKK;
17702785;100 - 199;1994;2019;120,26;4,3;31;230.300;105.801;61.261;10.808;DKK;
17715100;20 - 49;1994;2019;196,15;26,4;51,5;-;18.505;12.763;4.933;DKK;
17719092;5 - 9;1994;2019;105,61;17,9;37,2;-;1.470;2.322;834;DKK;
17731947;20 - 49;1994;2019;161,6;19,7;37,2;-;13.382;5.515;2.909;DKK;
28664745;-;2006;2019;26,18;-38,9;-246,9;-;-71;-530;-86;DKK;
17738739;200 - 499;1994;2019;109,49;11,1;25,7;443.768;110.982;23.299;7.497;DKK;
17741519;100 - 199;1944;2018;79,14;12,2;68,4;1.189.276;572.992;2.032.740;377.247;DKK;
17775693;50 - 99;1994;2019;88,47;12;25,5;-;40.327;21.881;12.720;DKK;
38324373;50 - 99;2017;2019;95,05;0,4;0,7;-;21.383;46;40;DKK;
21387541;20 - 49;1999;2018;111,68;-22;20,3;-;4.028;2.822;-2.592;DKK;
17830635;200 - 499;1984;2019;110,41;1;35,2;1.820.853;330.356;743.808;190.750;DKK;
17835890;50 - 99;1994;2019;228,65;11,7;57;-;35.463;61.499;9.211;DKK;
17855336;50 - 99;1994;2019;191,71;9,6;41;-;41.431;17.729;2.980;DKK;
17855743;5 - 9;1994;2019;431,75;19,7;77,8;-;4.153;7.976;1.599;DKK;
17858092;200 - 499;1994;2019;123,01;11,5;31,3;1.343.949;140.472;75.287;20.372;DKK;
38453432;5 - 9;2017;2019;57,97;13,1;-36;-;848;-250;70;DKK;
85725114;20 - 49;1979;2019;192,14;17,2;51,5;-;8.118;11.831;2.867;DKK;
13590400;-;1989;2019;303,28;41,1;72,9;4.446.156;1.930.852;2.018.221;884.849;DKK;
17881248;500 - 999;1994;2019;73,9;11,5;21,6;1.902.086;-;884.308;334.383;DKK;
17898485;5 - 9;1994;2019;648,99;-4,2;77;-;1.613;5.382;-230;DKK;
27408745;10 - 19;2003;2019;282,33;8,4;65,2;-;8.523;9.875;918;DKK;
17906232;20 - 49;1994;2019;131,31;3,1;17,6;-;10.760;7.474;284;DKK;
38145444;10 - 19;2016;2019;151,93;43,3;46,7;-;2.817;2.611;1.885;DKK;
17915215;20 - 49;1956;2019;91,67;-0,5;35,1;-;16.005;18.573;-747;DKK;
25553489;200 - 499;2000;2019;98,15;6,9;17,7;471.689;262.408;128.744;42.623;DKK;
17928848;100 - 199;1991;2019;116,35;-9,4;10,1;510.403;11.882;25.706;-18.465;DKK;
17951831;50 - 99;1994;2019;146,17;8,6;30,2;-;41.190;17.355;3.610;DKK;
17981544;100 - 199;1994;2019;26,4;-15,4;11,7;-;64.141;17.853;-19.501;DKK;
17981684;500 - 999;1994;2019;297,39;18,3;69,5;784.512;391.498;440.450;89.547;DKK;
17983806;5 - 9;1994;2019;162,03;-2,3;37,6;-;2.509;440;-25;DKK;
18013290;20 - 49;1994;2019;269,81;27,6;43;-;28.372;11.143;5.635;DKK;
18016249;10 - 19;1994;2020;191;10,9;52,7;-;6.409;3.382;498;DKK;
18034433;50 - 99;1994;2019;449,13;-10,8;79;-;3.368;5.527;-420;DKK;
18036800;100 - 199;1994;2019;102,26;-8,3;9,6;574.919;52.566;10.000;-8.519;DKK;
26705967;20 - 49;2002;2019;159,83;1,9;40,8;-;3.709;6.676;416;DKK;
18072343;20 - 49;1994;2020;117,02;5;9,8;-;13.407;5.184;298;DKK;
18096641;-;1994;2019;131,51;-2,5;46,6;756.122;447.368;245.912;-15.823;DKK;
18137542;200 - 499;1994;2019;39,21;6,5;38,1;329.212;111.639;125.765;30.249;DKK;
18178273;2 - 4;1994;2019;461,07;56,7;78,5;-;1.505;1.153;648;DKK;
32318401;5 - 9;2013;2019;163,13;21,6;41,8;-;3.349;2.015;1.025;DKK;
18195496;20 - 49;1994;2020;237,98;42,6;43,9;82.871;37.819;13.446;10.050;DKK;
18215233;20 - 49;1994;2019;158,13;11;35,3;-;26.064;11.177;2.377;DKK;
18224445;10 - 19;1994;2019;405,17;71,3;78,9;-;7.009;3.650;2.557;DKK;
33581378;-;2011;2019;69,78;43,3;-7,7;-;802;-47;201;DKK;
36488883;2 - 4;2015;2019;115,93;78,8;18,5;-;3.657;202;701;DKK;
18243040;20 - 49;1994;2019;121,39;6,9;55,5;-;20.531;24.652;2.218;DKK;
36974486;5 - 9;2015;2019;113,16;2,6;27,3;-;3.050;599;15;DKK;
18249871;50 - 99;1995;2019;126;-0,8;26,1;-;19.180;11.860;-892;DKK;
18250535;10 - 19;1995;2019;108,87;13,8;9,4;-;8.427;1.126;926;DKK;
18262894;200 - 499;1995;2019;183,02;3,7;56,7;488.269;41.617;122.433;6.338;DKK;
38069179;10 - 19;2016;2019;110,48;23,2;21,6;-;5.344;704;604;DKK;
18281376;5 - 9;1995;2019;169,18;-11;50,5;-;2.969;1.766;-305;DKK;
18296675;100 - 199;1994;2019;127,17;16,9;38,2;-;87.833;54.777;18.161;DKK;
18298503;200 - 499;1995;2019;101,17;-3,8;37,6;524.554;48.595;99.331;-20.393;DKK;
18300338;10 - 19;1995;2019;77,28;12,7;-14,7;-;7.633;-320;116;DKK;
38418580;5 - 9;2017;2019;209,53;-12,5;67,4;-;2.101;1.252;-178;DKK;
18308436;-;1995;2019;6.435,77;-1,3;98,7;-;-46;3.611;58;DKK;
66945715;200 - 499;1981;2019;139,8;3,1;36,6;2.855.514;-;895.815;47.316;DKK;
33260903;50 - 99;2010;2019;275,4;16,8;71,7;-;14.375;4.373;786;DKK;
18336774;50 - 99;1995;2019;100,15;-2,7;59,6;-;24.086;998.012;-8.474;DKK;
33884443;10 - 19;2011;2019;235,58;21,9;62,6;-;9.757;10.029;2.601;DKK;
18378043;20 - 49;1994;2019;139,71;2,8;19,4;-;17.321;4.838;373;DKK;
18388545;50 - 99;1995;2019;123,67;1,3;42,9;-;59.328;80.365;10.210;DKK;
18411180;20 - 49;1995;2019;179,93;5,2;49,8;-;23.251;9.863;553;DKK;
26112001;50 - 99;2001;2019;129,11;35,8;30,3;-;48.392;8.968;8.392;DKK;
18427184;10 - 19;1995;2019;127,42;24,6;48;-;5.930;2.198;876;DKK;
18429101;-;1995;2019;93,38;-4,5;32,6;1.894.609;48.280;526.731;-258.082;DKK;
18435543;50 - 99;1995;2019;324,71;2,5;84,9;-;57.631;293.066;49.369;DKK;
18445042;200 - 499;1995;2019;92,8;4,6;22,6;526.643;108.686;164.786;6.200;DKK;
18453401;2 - 4;1995;2019;600,8;56;59,6;-;4.367;4.031;3.655;DKK;
36958979;-;2015;2019;80,16;-22,5;-13,7;-;-1.163;-887;-1.172;DKK;
37495107;1;2016;2018;129,33;2,5;32,9;-;221;162;6;DKK;
38002627;20 - 49;2016;2019;61,02;6,1;1,4;-;6.926;52;61;DKK;
41852119;200 - 499;1957;2019;119,75;8,3;17,7;1.212.646;252.139;105.733;34.296;DKK;
18454033;100 - 199;1995;2019;128,35;0,2;25,8;388.142;50.552;33.055;-152;DKK;
76381615;100 - 199;1984;2019;193,97;41,3;57;329.367;120.558;82.092;50.297;DKK;
18479273;20 - 49;1995;2019;116,18;7,5;32,4;-;11.656;8.389;1.336;DKK;
18481103;5 - 9;1995;2019;125,84;-9,3;22,1;-;3.104;740;-261;DKK;
18516691;-;1995;2019;551,13;79,8;81,9;-;3.986;4.090;3.108;DKK;
18534037;100 - 199;1995;2019;113,31;4,8;8,8;-;107.674;19.215;8.319;DKK;
18540576;20 - 49;1995;2019;171,63;3,5;40,9;-;24.055;28.943;1.723;DKK;
36942649;10 - 19;2015;2019;99,99;18,1;31,4;-;5.653;2.496;1.207;DKK;
18591944;10 - 19;1995;2019;233,72;23,4;49,9;-;3.125;4.593;1.641;DKK;
18595370;20 - 49;1995;2019;310,37;3,6;68,7;-;17.151;14.549;563;DKK;
37844136;50 - 99;2016;2019;87,03;12,8;0,1;-;48.342;24;2.864;DKK;
38624849;10 - 19;2017;2019;126,52;1,9;16,3;-;9.226;1.104;5;DKK;
18605600;200 - 499;1995;2019;195,81;27,2;70,2;769.457;770.237;1.201.933;556.044;DKK;
18623749;20 - 49;1995;2019;225,03;17,6;85,1;-;24.008;39.722;7.027;DKK;
18628139;20 - 49;1995;2019;103,48;4,9;6,4;-;18.350;2.391;735;DKK;
38651358;5 - 9;2017;2019;108,09;-3,1;55,9;-;1.421;523;-35;DKK;
18628902;10 - 19;1995;2019;189,31;25,6;23,6;-;6.645;1.247;879;DKK;
18630036;100 - 199;1995;2019;162,81;16,3;32,9;-;71.104;30.211;12.008;DKK;
18630931;20 - 49;1995;2019;160,53;19;39,1;-;34.589;19.520;7.013;DKK;
18631199;10 - 19;1995;2019;163,06;37,5;43,9;-;13.829;6.440;4.221;DKK;
18633876;20 - 49;1995;2019;63,22;21,2;-16,9;-;18.674;-1.269;1.186;DKK;
18634503;50 - 99;1995;2019;107,11;-3,4;10,8;136.086;19.299;5.121;-1.749;DKK;
18636131;20 - 49;1995;2019;154,47;0,7;17,3;-;18.046;9.382;141;DKK;
18645696;10 - 19;1995;2019;129,34;6;34,2;-;4.551;1.245;157;DKK;
18652471;20 - 49;1995;2019;139,78;10,6;28,5;-;5.020;4.645;1.313;DKK;
18671735;20 - 49;1995;2019;148,5;14,9;33,9;-;3.943;3.870;1.292;DKK;
18673339;5 - 9;1995;2019;143,1;14,7;28,2;-;5.505;5.794;2.283;DKK;
18673371;10 - 19;1995;2019;473;15,9;78,3;-;6.291;9.391;1.448;DKK;
18677741;10 - 19;1995;2019;241,65;33,1;34,1;20.183;11.245;2.978;2.256;DKK;
18678209;-;1995;2019;138,32;-9;27,7;-;-9;29;-9;DKK;
18682044;10 - 19;1995;2019;239,97;5,8;61,3;-;4.123;3.371;241;DKK;
37866008;10 - 19;2016;2018;120,07;23,2;23,1;-;9.238;3.077;2.367;DKK;
18694174;20 - 49;1995;2019;104,08;-23,1;33,1;-;13.264;14.740;-12.387;DKK;
18699931;20 - 49;1995;2019;154,06;8,7;37,2;-;28.208;19.492;2.789;DKK;
18709473;20 - 49;1995;2019;72,31;-2,5;31,6;-;13.914;15.346;-722;DKK;
18726939;-;1995;2019;161,45;-7,3;-198,7;-;-38;-1.044;-52;DKK;
18759136;50 - 99;1995;2019;103,12;6;18,7;501.973;47.872;28.871;6.982;DKK;
18795337;20 - 49;1995;2019;270,95;29,2;59,2;-;22.605;7.509;2.900;DKK;
18802996;200 - 499;1995;2019;244,39;11,1;70;617.485;260.751;549.139;74.209;DKK;
18814048;10 - 19;1995;2019;185,5;28,8;37,4;-;9.256;1.831;1.111;DKK;
35414770;5 - 9;2013;2019;219,83;18,5;57,2;-;1.450;701;174;DKK;
18825090;20 - 49;1995;2019;112,91;-22,6;14,1;-;6.594;1.137;-1.482;DKK;
18877503;10 - 19;1995;2019;92,98;-0,7;15,3;-;4.640;2.007;-27;DKK;
18888378;20 - 49;1995;2019;124,39;2;41,2;-;21.647;15.991;588;DKK;
37612723;2 - 4;2016;2019;17,39;-51,6;-95,6;-;877;-313;-175;DKK;
18901331;20 - 49;1995;2019;420,27;0,5;80,5;142.147;11.808;43.668;177;DKK;
18302691;50 - 99;1994;2019;189;12,8;54,3;-;37.027;26.497;4.785;DKK;
18912236;20 - 49;1995;2019;125,77;-32,2;49,3;-;32.227;67.938;-38.191;DKK;
18915642;50 - 99;1995;2019;140,01;17,5;25,9;-;35.610;20.115;10.038;DKK;
18928299;10 - 19;1995;2019;95,22;-1,6;-0,7;-;6.571;-278;-1.338;DKK;
18930579;500 - 999;1995;2019;127,41;6,2;25,7;2.883.982;79.604;192.756;30.836;DKK;
20719907;100 - 199;1998;2019;153,3;12,9;32,2;1.010.089;101.459;66.579;20.602;DKK;
26544491;20 - 49;2002;2018;91,22;2,5;19,4;-;21.668;11.192;540;DKK;
36503106;2 - 4;2015;2019;740,83;67,5;87;-;2.624;593;355;DKK;
18936674;-;1995;2019;1.176.028,7;0;99,9;-;-380;39.625.637;25.403.125;DKK;
18940884;200 - 499;1995;2019;178,97;14,2;34,4;276.173;67.996;73.839;31.308;DKK;
38654071;5 - 9;2017;2019;45,43;13,3;12,7;-;1.513;223;148;DKK;
18974347;100 - 199;1995;2018;287,52;-2,6;50;319.427;35.752;99.165;-11.261;DKK;
18981009;100 - 199;1995;2019;93,95;3,5;40,6;2.310.093;146.197;337.479;13.298;DKK;
18998696;200 - 499;1995;2019;121,17;8,3;39,2;746.247;222.631;206.099;-5.545;DKK;
18999102;20 - 49;1996;2019;97,27;18,2;20,2;-;13.967;1.591;1.011;DKK;
86011719;20 - 49;1979;2019;163,51;23,1;43;-;25.794;12.308;4.772;DKK;
19002993;10 - 19;1996;2019;106,53;6;12;-;12.346;1.392;407;DKK;
28674473;5 - 9;2006;2019;125,97;6,4;26,1;-;2.863;2.655;378;DKK;
19021238;10 - 19;1995;2019;119,29;48,6;17,1;-;7.128;625;1.713;DKK;
19039730;50 - 99;1996;2019;106,95;-14;-15,6;-;26.987;-5.580;-4.540;DKK;
19042677;20 - 49;1996;2019;1.417,28;67,7;88,1;344.351;277.957;303.327;182.072;DKK;
19044505;20 - 49;1996;2019;112,59;1,9;21,8;-;11.917;9.410;7;DKK;
19051277;20 - 49;1996;2019;151,87;20,5;37,2;-;18.364;7.695;3.172;DKK;
19053571;10 - 19;1995;2019;156,27;8,9;45,9;-;4.896;2.379;319;DKK;
19056171;500 - 999;1996;2019;253,46;11,4;69,2;1.507.896;373.998;1.329.363;157.213;DKK;
21522775;50 - 99;1999;2019;176,95;36,1;48;-;51.752;23.423;13.214;DKK;
19131130;2 - 4;1996;2019;91,63;-4,8;47,6;-;1.401;1.582;-94;DKK;
19138887;20 - 49;1996;2019;224,61;13,4;56,6;-;2.160;4.217;768;DKK;
31584426;2 - 4;2008;2019;394,12;20,6;80,3;2.054;1.792;1.449;259;DKK;
32447554;2 - 4;2009;2018;122,81;16,3;23,9;-;612;221;110;DKK;
19163237;20 - 49;1996;2018;131,03;4,3;27,1;-;5.719;11.476;1.631;DKK;
19188671;20 - 49;1996;2019;65,3;2,3;19,4;-;5.249;2.665;-35;DKK;
19189511;200 - 499;1961;2018;71,42;-4,4;39,3;558.766;56.193;214.235;-4.542;DKK;
19189635;20 - 49;1996;2020;129,52;-1,2;57,1;32.939;25.660;34.741;-906;DKK;
33879091;20 - 49;2011;2019;106,61;10,3;25,5;-;12.105;6.859;1.727;DKK;
19193292;10 - 19;1996;2019;74,41;6,7;16,3;-;9.500;2.133;541;DKK;
19202305;20 - 49;1996;2019;144,96;3,3;50,2;-;13.406;11.197;492;DKK;
19213684;5 - 9;1996;2019;1.040,8;24,5;88,1;-;5.063;5.019;1.088;DKK;
19219895;20 - 49;1996;2019;139,7;-4,2;28,4;-;14.782;2.679;-323;DKK;
19228509;50 - 99;1996;2018;481,97;3,8;74,9;-;54.010;88.996;8.731;DKK;
70642212;200 - 499;1982;2019;327,27;24;64,1;799.833;287.974;443.248;123.795;DKK;
19232441;20 - 49;1996;2019;120,67;9,8;30,3;-;15.138;8.492;1.788;DKK;
19245071;20 - 49;1996;2019;179,92;43,1;49,4;-;26.408;14.608;9.608;DKK;
19262936;-;1996;2019;1.132,43;32;91,2;-;14.480;16.226;4.250;DKK;
19263088;50 - 99;1996;2019;239,34;23,6;63,7;-;109.143;126.367;44.062;DKK;
19263096;100 - 199;1996;2019;105,76;19,2;18,9;123.434;104.094;10.208;8.569;DKK;
21330248;200 - 499;1998;2019;238,95;17,5;56,2;639.717;218.064;228.839;49.909;DKK;
19265501;100 - 199;1996;2019;212,82;12,7;55;-;42.948;82.323;14.769;DKK;
19270335;20 - 49;1996;2018;618,19;4;86,4;-;19.612;53.297;5.908;DKK;
19272796;200 - 499;1996;2019;142,51;4,4;31,2;4.657.976;1.230.711;863.048;38.787;DKK;
19322432;10 - 19;1996;2019;465,21;5,3;78;-;5.280;4.069;204;DKK;
30283260;50 - 99;2007;2019;144,52;4,1;17,4;-;19.041;4.961;624;DKK;
34722293;100 - 199;2012;2019;142,04;-1,9;38,4;110.316;82.241;32.250;-1.518;DKK;
19326772;50 - 99;1996;2019;134,19;9;29,8;-;19.079;9.369;1.735;DKK;
19348687;10 - 19;1996;2019;419,48;8,5;77,2;-;5.630;4.053;351;DKK;
19351211;100 - 199;1999;2019;103,28;-0,8;54,3;884.184;159.292;377.073;227.627;DKK;
35241973;1;2013;2019;109,45;4;11,5;-;1.274;329;218;DKK;
19354849;20 - 49;1996;2019;121,3;1,8;26,2;-;12.753;6.378;17;DKK;
19368734;1;1996;2019;145,71;4,2;33,6;-;382;174;10;DKK;
19370437;20 - 49;1996;2019;70,96;-16,4;0,8;-;10.179;61;-1.070;DKK;
19370844;20 - 49;1996;2019;114,05;-24,3;18,1;-;5.010;3.949;-4.297;DKK;
19372731;50 - 99;1996;2019;116,49;12,6;23,8;-;28.000;6.801;2.449;DKK;
19390942;20 - 49;1996;2019;142,77;25,7;31,1;-;13.815;3.542;2.282;DKK;
19392139;2 - 4;1996;2019;288,32;-20,1;66;-;1.471;656;-150;DKK;
19398994;50 - 99;1996;2019;1.980,35;0,1;94,8;34.000;19.278;398.000;4.000;USD;
19400689;20 - 49;1996;2019;162,84;15,2;60,5;-;23.941;18.550;3.459;DKK;
19403882;100 - 199;1996;2019;141,66;11,8;37,5;-;32.632;36.529;8.708;DKK;
19407330;20 - 49;1996;2019;90,77;-1,4;15,1;-;15.764;4.031;-827;DKK;
19429539;5 - 9;1996;2019;353,36;21,5;74,4;-;5.006;4.145;975;DKK;
19430243;5 - 9;1996;2019;95,88;2,4;1,4;-;2.977;196;14;DKK;
19433870;50 - 99;1996;2019;222,57;7,5;59,2;-;32.307;19.481;1.717;DKK;
19434273;20 - 49;1996;2019;127,62;31,9;32;-;27.323;10.567;7.766;DKK;
19440834;200 - 499;1996;2019;181,59;17,1;46,1;390.800;236.278;103.043;29.523;DKK;
24240010;100 - 199;1976;2019;75,04;-9;-7,3;-;73.705;-8.063;-5.049;DKK;
10049911;20 - 49;2000;2019;163,06;14,7;54,2;54.394;33.131;19.930;3.957;DKK;
10162424;5 - 9;2003;2019;121,38;32,1;22,7;-;2.130;455;393;DKK;
19497283;20 - 49;1996;2019;122,97;22,6;44,8;-;19.543;8.033;3.062;DKK;
19519295;10 - 19;1996;2019;124,34;13,3;21,6;-;5.283;1.812;644;DKK;
19520730;5 - 9;1996;2019;181,3;18;52,5;-;2.618;1.976;489;DKK;
19527247;50 - 99;1996;2019;94,44;2,7;28,5;-;34.129;19.739;798;DKK;
13495173;20 - 49;1989;2019;181,36;1,9;48,3;31.970;3.716;49.035;1.550;DKK;
31330068;20 - 49;2008;2019;194,44;44,7;49,7;-;8.738;5.954;5.356;DKK;
19555380;50 - 99;1996;2019;106,93;3,9;13,9;-;38.605;11.676;2.031;DKK;
19572277;10 - 19;1996;2019;117,07;5,4;38,6;-;6.435;6.201;450;DKK;
19572889;1;1996;2019;94,97;-15,1;-5,1;-;160;-188;-868;DKK;
19574172;10 - 19;1996;2019;154,13;4,7;25,9;-;5.622;2.187;187;DKK;
19576671;2 - 4;1996;2019;81,06;6,9;26,9;1.714;1.103;214;21;DKK;
19587347;50 - 99;1996;2019;176,35;7,2;51;-;67.987;26.615;2.932;DKK;
19613402;5 - 9;1996;2019;185,53;17,3;46,2;-;2.448;592;136;DKK;
19614506;10 - 19;1996;2019;276,62;10,6;65,1;-;3.491;4.856;603;DKK;
19623106;20 - 49;1996;2019;267,65;65,3;62,6;-;32.814;14.303;12.303;DKK;
19623742;20 - 49;1996;2019;371,55;21,2;74,9;-;27.295;37.493;19.097;DKK;
19625400;5 - 9;1996;2019;126,91;-5,1;35,7;9.305;1.743;516;-61;DKK;
19670988;20 - 49;1996;2019;179,81;16;51,5;-;14.782;13.107;3.107;DKK;
38665731;2 - 4;2017;2019;64,63;-18,1;-26,9;-;993;-394;-288;DKK;
31586135;50 - 99;2008;2019;93,18;3;8,1;-;33.456;4.122;-237;DKK;
19691977;5 - 9;1996;2019;90,8;3,9;24,9;-;1.499;822;87;DKK;
19723941;200 - 499;1996;2020;171,44;9;36,1;1.051.014;189.604;180.948;35.143;DKK;
19729001;100 - 199;1996;2019;166,93;8,3;43,7;303.355;95.916;99.271;13.697;DKK;
19735974;20 - 49;1997;2019;196,44;7,1;50,5;-;18.484;9.491;970;DKK;
19749940;5 - 9;1996;2019;196,72;18;35,8;-;2.289;770;270;DKK;
19751384;50 - 99;1996;2019;144,26;11,7;38,4;-;47.380;34.496;7.809;DKK;
36470941;2 - 4;2014;2019;42,29;-150,1;-136,5;-;217;-320;-309;DKK;
38051482;2 - 4;2016;2019;53,15;-22,8;-2;-;-11;-11;-147;DKK;
19756092;20 - 49;1996;2019;167,4;14,1;41,1;-;22.080;8.923;2.396;DKK;
19764338;10 - 19;1997;2019;376,38;27,6;68,2;-;10.374;8.429;3.517;DKK;
20059702;5 - 9;1997;2019;251,53;-2,5;57,9;-;4.142;1.469;-69;DKK;
19781488;50 - 99;1996;2019;102,32;10,6;32,5;-;35.579;20.766;4.610;DKK;
19800334;2 - 4;1997;2019;6.632,3;0,5;81,9;-;395;17.265;581;DKK;
19801403;5 - 9;1997;2019;501,8;0,3;68,7;-;4.299;3.026;-35;DKK;
19803643;10 - 19;1997;2019;155,86;-0,5;40,4;-;5.780;3.021;-8;DKK;
19823105;5 - 9;1997;2019;184,5;13,6;77,2;-;1.601;4.093;550;DKK;
19846830;5 - 9;1997;2019;193,33;8,7;50,7;-;3.789;3.536;440;DKK;
19848086;100 - 199;1997;2019;118,75;13;36,1;262.436;46.326;71.320;19.694;DKK;
31165563;500 - 999;2008;2019;133,46;13;23,1;714.653;114.052;56.026;24.512;DKK;
19852148;20 - 49;1997;2019;201,7;42,6;50,2;-;12.945;5.065;3.327;DKK;
19875687;2 - 4;1997;2019;95,67;-9;20,8;-;797;456;-184;DKK;
19879712;200 - 499;1966;2019;196,61;16,9;55,8;578.946;89.914;152.071;39.513;DKK;
19882632;-;1997;2019;572,7;8,9;70,3;-;3.209;6.406;659;DKK;
19883876;-;1997;2019;39,41;5;17,1;3.083.877;497.827;306.113;95.992;DKK;
37840696;10 - 19;2016;2019;215,92;33,6;60,6;-;6.629;4.619;1.996;DKK;
19925390;20 - 49;1997;2019;127,58;7,2;28,5;-;9.577;3.236;486;DKK;
19957306;10 - 19;1997;2019;69,58;-1,3;10,2;-;8.095;2.031;-601;DKK;
19982912;200 - 499;1967;2019;98,8;2,9;72,1;922.655;225.816;693.980;12.107;DKK;
19984087;10 - 19;1997;2019;226,87;32,4;55;-;9.652;4.255;1.905;DKK;
19984699;10 - 19;1997;2019;531,06;13,3;79,7;-;3.231;5.228;657;DKK;
19984796;5 - 9;1997;2019;64,81;7;-41,1;-;2.552;-615;46;DKK;
19986047;10 - 19;1997;2019;143,54;5,9;36,8;-;7.234;11.209;936;DKK;
19986292;200 - 499;1997;2018;82,27;11,1;29,2;507.430;175.716;156.796;40.188;DKK;
19987175;10 - 19;1997;2019;289,41;22,4;69,1;-;5.653;3.212;794;DKK;
38546430;-;2017;2019;-;0;100;0;0;50;-12;DKK;
19992306;50 - 99;1997;2019;77,25;11,3;16,3;-;64.605;28.126;14.631;DKK;
19992330;50 - 99;1997;2019;154,68;21,8;41,9;-;30.573;8.894;3.547;DKK;
19992845;10 - 19;1997;2019;112,58;1,5;50,1;-;5.565;2.356;23;DKK;
38592076;1;2017;2018;41,9;1,5;6,2;-;216;30;6;DKK;
20000694;10 - 19;1997;2019;125,02;2,7;33,8;-;6.118;1.823;103;DKK;
20001488;100 - 199;1997;2019;153,12;3,4;17,1;534.640;132.737;71.126;10.428;DKK;
20001542;5 - 9;1997;2019;109,37;4,2;16,1;-;1.858;1.127;26;DKK;
20001690;20 - 49;1997;2019;94,83;-11,1;-0,1;-;8.438;-9;-883;DKK;
20002603;50 - 99;1997;2019;148,07;21,4;47,6;-;81.136;24.908;8.907;DKK;
20002883;20 - 49;1997;2019;139,65;9,2;42,7;-;16.183;4.793;757;DKK;
20004630;50 - 99;1997;2019;131,23;14,2;33,4;-;44.092;14.596;4.678;DKK;
10416698;100 - 199;1986;2019;128,29;24,6;59,8;-;84.368;86.179;32.019;DKK;
20010088;200 - 499;1997;2019;160,4;4,4;22,4;537.932;150.437;60.010;6.539;DKK;
20014539;50 - 99;1997;2019;108,24;11,9;20,6;-;24.587;6.557;2.563;DKK;
20018445;10 - 19;1997;2019;127,7;7,7;23,3;-;5.557;1.986;535;DKK;
20019972;5 - 9;1997;2019;388,86;23,6;74,8;-;3.718;6.006;1.473;DKK;
20033231;10 - 19;1997;2019;111,69;15,1;33;-;5.352;4.661;1.247;DKK;
20038705;20 - 49;1997;2019;142,52;-0,7;30,1;-;7.002;4.770;84;DKK;
20041781;20 - 49;1997;2020;266,91;29,4;55,3;-;18.932;9.592;3.928;DKK;
20042702;20 - 49;1997;2019;243,76;26,8;51,2;-;19.299;9.939;4.069;DKK;
20044632;20 - 49;1997;2019;101,75;-0,2;7,6;-;9.004;1.599;-364;DKK;
20052902;200 - 499;1997;2018;205,83;-2;60,5;979.180;848.279;638.121;-21.053;DKK;
26250986;5 - 9;2001;2019;188,58;-9,4;50,9;-;1.541;610;-97;DKK;
20053283;20 - 49;1997;2020;183,06;9,9;48,3;-;8.859;8.156;1.184;DKK;
20056738;10 - 19;1997;2019;190,46;46,8;39,2;-;7.965;3.030;2.675;DKK;
20080671;2 - 4;1997;2019;315,47;-6,5;71,8;-;1.295;1.533;-101;DKK;
20105933;10 - 19;1997;2019;238,93;32,5;54,5;-;13.280;7.300;3.603;DKK;
20107502;50 - 99;1999;2019;58,93;3,9;-8,9;-;14.999;-6.139;541;DKK;
38280082;1;2016;2019;60,17;-0,1;22,2;-;365;496;-73;DKK;
20117982;100 - 199;1997;2020;152,92;41,7;35,8;203.833;147.398;47.054;44.403;DKK;
