pnum;cvrnum;edunum;postalcode;municipalitycode;regioncode;regionyearofmeasurement;regionpopulation;approvalamount;currentamount;propensity;nearestfacilitykm;sectorcode;businesscode;employees;established;committeecode;municipalityyearofmeasurement;municipalitypopulation;avgcommutekm;employmentrate;employmentavailabilityrate;yearlydisposableincome;pubyear;liquidityratio;roi;solvencyratio;netturnover;grossprofit;equity;netresult;balance;currency
1008109067;25760433;1110;7200;530;1083;2019;1223894;2.0;1.0;0.5;41.3;256200.0;80.0;2.0;2000.0;61;2018;26615;22.7;77.7;79.6;231771.0;2019.0;20.15;4.2;43.8;;1368.0;1523.0;54.0;;DKK
1000879482;25763858;1530;1119;101;1084;2019;1848989;3.0;2.0;0.666666666666667;13.7;731110.0;60.0;50.0;2000.0;9;2018;633021;12.6;73.2;76.2;228338.0;2019.0;159.59;32.9;46.9;88759.0;51037.0;15453.0;8453.0;;DKK
1008116322;25766806;92;4760;390;1085;2019;837087;4.0;2.0;0.5;24.9;451120.0;60.0;10.0;2000.0;61;2018;45622;35.5;70.6;73.6;212004.0;2019.0;127.96;-7.0;22.7;;6407.0;2901.0;-967.0;;DKK
1008120168;25770579;1205;8260;751;1082;2019;1326913;2.0;2.0;1.0;4.4;620100.0;80.0;20.0;2000.0;61;2018;349977;21.2;70.5;73.4;234439.0;2019.0;110.88;2.6;15.0;;13417.0;1880.0;54.0;;DKK
1008122136;25772385;1205;2400;101;1084;2019;1848989;1.0;0.0;0.0;18.9;855200.0;80.0;5.0;2000.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;110.04;24.0;21.6;;5221.0;854.0;728.0;;DKK
1002336310;71150712;1220;7430;756;1082;2019;1326913;2.0;0.0;0.0;54.9;281500.0;60.0;100.0;1982.0;61;2018;41506;23.0;76.2;78.5;221583.0;2019.0;168.9;8.0;44.1;;42393.0;111739.0;13840.0;;DKK
1002336310;71150712;1190;7430;756;1082;2019;1326913;16.0;5.0;0.3125;16.5;281500.0;60.0;100.0;1982.0;61;2018;41506;23.0;76.2;78.5;221583.0;2019.0;168.9;8.0;44.1;;42393.0;111739.0;13840.0;;DKK
1003098221;25784413;92;4690;320;1085;2019;837087;3.0;2.0;0.666666666666667;27.3;351300.0;60.0;500.0;2000.0;61;2018;36520;32.3;76.2;78.8;222006.0;2019.0;61.06;-1.1;25.4;901283.0;297749.0;4088558.0;511878.0;;DKK
1003098221;25784413;1205;4690;320;1085;2019;837087;3.0;0.0;0.0;19.3;351300.0;60.0;500.0;2000.0;61;2018;36520;32.3;76.2;78.8;222006.0;2019.0;61.06;-1.1;25.4;901283.0;297749.0;4088558.0;511878.0;;DKK
1008137133;25786211;1250;9800;860;1081;2019;590580;1.0;0.0;0.0;207.0;451120.0;60.0;20.0;2000.0;61;2018;64610;25.1;74.7;77.4;217772.0;2019.0;117.84;2.1;20.0;;9851.0;2027.0;47.0;;DKK
1008137133;25786211;92;9800;860;1081;2019;590580;6.0;1.0;0.166666666666667;35.8;451120.0;60.0;20.0;2000.0;61;2018;64610;25.1;74.7;77.4;217772.0;2019.0;117.84;2.1;20.0;;9851.0;2027.0;47.0;;DKK
1008142080;25790936;1205;1970;147;1084;2019;1848989;4.0;3.0;0.75;13.0;620100.0;60.0;200.0;2000.0;61;2018;104987;11.7;76.5;79.3;276683.0;2019.0;144.28;30.3;32.7;279578.0;177093.0;24585.0;17523.0;;DKK
1008149387;25797620;1205;8600;740;1082;2019;1326913;6.0;1.0;0.166666666666667;38.3;620200.0;60.0;50.0;2000.0;61;2018;93782;25.4;77.8;80.1;242114.0;2019.0;91.4;-11.4;33.5;;31914.0;10587.0;-2598.0;;DKK
1008145764;25798929;1110;3700;400;1084;2019;1848989;1.0;0.0;0.0;1.7;351100.0;60.0;;2000.0;61;2018;39611;24.4;70.2;73.9;202976.0;2019.0;378.88;-1.7;57.1;112761.0;21365.0;235141.0;-8227.0;;DKK
1001057966;25799208;1210;9000;851;1081;2019;590580;1.0;0.0;0.0;85.4;721900.0;60.0;50.0;2000.0;61;2018;217142;25.3;71.0;74.4;218056.0;2019.0;163.63;7.1;56.9;;45968.0;19404.0;1997.0;;DKK
1008159323;25805380;1205;8900;730;1082;2019;1326913;2.0;0.0;0.0;41.1;474100.0;60.0;5.0;2000.0;61;2018;97886;23.9;73.9;76.5;216009.0;2019.0;100.88;4.2;3.0;;1188.0;35.0;10.0;;DKK
1002581328;25812344;1110;4470;316;1085;2019;837087;1.0;0.0;0.0;29.6;236100.0;60.0;50.0;2001.0;61;2018;71456;29.1;74.9;77.1;229668.0;2019.0;170.3;7.7;60.9;;23989.0;47415.0;7169.0;;DKK
1001588536;25813510;92;8800;740;1082;2019;1326913;3.0;2.0;0.666666666666667;3.0;451120.0;60.0;20.0;1970.0;61;2018;93782;25.4;77.8;80.1;242114.0;2019.0;140.17;0.1;29.4;;17396.0;11055.0;-408.0;;DKK
1001588536;25813510;1250;8800;740;1082;2019;1326913;2.0;1.0;0.5;35.0;451120.0;60.0;20.0;1970.0;61;2018;93782;25.4;77.8;80.1;242114.0;2019.0;140.17;0.1;29.4;;17396.0;11055.0;-408.0;;DKK
1009275556;26747279;1235;3540;190;1084;2019;1848989;2.0;0.0;0.0;271.2;773200.0;60.0;20.0;2002.0;61;2018;41133;17.2;79.6;81.5;308833.0;2019.0;141.72;1.6;56.8;;31676.0;31996.0;920.0;;DKK
1004035564;25814363;1195;6430;540;1083;2019;1223894;2.0;0.0;0.0;22.6;281200.0;80.0;;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;158.72;34.8;49.0;2787971.0;612966.0;557314.0;308390.0;;DKK
1004035564;25814363;1210;6430;540;1083;2019;1223894;2.0;1.0;0.5;22.6;281200.0;80.0;;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;158.72;34.8;49.0;2787971.0;612966.0;557314.0;308390.0;;DKK
1004035564;25814363;1205;6430;540;1083;2019;1223894;1.0;0.0;0.0;22.6;281200.0;80.0;;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;158.72;34.8;49.0;2787971.0;612966.0;557314.0;308390.0;;DKK
1004035564;25814363;1190;6430;540;1083;2019;1223894;15.0;12.0;0.8;22.6;281200.0;80.0;;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;158.72;34.8;49.0;2787971.0;612966.0;557314.0;308390.0;;DKK
1004035564;25814363;1220;6430;540;1083;2019;1223894;60.0;11.0;0.183333333333333;22.6;281200.0;80.0;;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;158.72;34.8;49.0;2787971.0;612966.0;557314.0;308390.0;;DKK
1022277517;38493612;92;2640;169;1084;2019;1848989;1.0;0.0;0.0;10.3;451110.0;81.0;;2017.0;61;2018;50964;17.2;74.4;77.5;225609.0;2019.0;1.55;0.0;-6335.1;;0.0;-63.0;0.0;;DKK
1003987974;25815807;1250;7200;530;1083;2019;1223894;1.0;0.0;0.0;77.3;451120.0;60.0;20.0;2001.0;61;2018;26615;22.7;77.7;79.6;231771.0;2018.0;106.76;-1.6;10.3;;7125.0;6512.0;-2016.0;;DKK
1003987974;25815807;92;7200;530;1083;2019;1223894;16.0;2.0;0.125;41.3;451120.0;60.0;20.0;2001.0;61;2018;26615;22.7;77.7;79.6;231771.0;2018.0;106.76;-1.6;10.3;;7125.0;6512.0;-2016.0;;DKK
1008173695;25818229;1110;5600;430;1083;2019;1223894;2.0;0.0;0.0;27.6;469000.0;80.0;10.0;2000.0;61;2018;51566;25.8;73.7;76.3;214986.0;2019.0;410.4;0.5;76.8;;3241.0;5780.0;26.0;;DKK
1008177887;25821505;1190;6400;540;1083;2019;1223894;2.0;0.0;0.0;3.1;289900.0;60.0;20.0;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2020.0;272.22;34.6;59.6;;23261.0;17488.0;5843.0;;DKK
1008185405;25827104;1190;8940;710;1082;2019;1326913;3.0;1.0;0.333333333333333;28.6;256200.0;80.0;5.0;2001.0;61;2018;48404;24.7;81.2;83.1;243703.0;2019.0;159.14;13.5;62.4;;5021.0;4347.0;687.0;;DKK
1001588780;25829328;1220;7760;787;1081;2019;590580;4.0;2.0;0.5;114.6;162300.0;60.0;500.0;1981.0;61;2018;43416;22.0;75.5;77.8;213065.0;2019.0;101.88;6.4;44.5;606563.0;105991.0;192056.0;20478.0;;DKK
1001588780;25829328;1205;7760;787;1081;2019;590580;2.0;0.0;0.0;85.7;162300.0;60.0;500.0;1981.0;61;2018;43416;22.0;75.5;77.8;213065.0;2019.0;101.88;6.4;44.5;606563.0;105991.0;192056.0;20478.0;;DKK
1001588780;25829328;1110;7760;787;1081;2019;590580;3.0;2.0;0.666666666666667;37.1;162300.0;60.0;500.0;1981.0;61;2018;43416;22.0;75.5;77.8;213065.0;2019.0;101.88;6.4;44.5;606563.0;105991.0;192056.0;20478.0;;DKK
1008190697;25831756;1205;2100;101;1084;2019;1848989;5.0;2.0;0.4;18.2;620900.0;80.0;10.0;2001.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;41.91;12.9;29.9;;7312.0;1808.0;332.0;;DKK
1001588871;25832213;1235;8700;615;1082;2019;1326913;10.0;1.0;0.1;137.7;466900.0;60.0;50.0;1969.0;61;2018;91296;22.1;75.4;77.6;230081.0;2020.0;122.36;2.4;18.6;;69249.0;30207.0;1185.0;;DKK
1004258531;25832213;1235;4000;169;1084;2019;1848989;4.0;0.0;0.0;247.9;466900.0;60.0;50.0;1969.0;61;2018;50964;17.2;74.4;77.5;225609.0;2020.0;122.36;2.4;18.6;;69249.0;30207.0;1185.0;;DKK
1001148205;25832663;1205;2200;101;1084;2019;1848989;2.0;1.0;0.5;15.1;620200.0;60.0;10.0;2001.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;103.99;11.5;24.8;;7823.0;948.0;309.0;;DKK
1008192959;25833880;1205;2100;101;1084;2019;1848989;1.0;1.0;1.0;18.2;620900.0;60.0;5.0;2000.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;148.44;2.4;56.8;;12966.0;10203.0;674.0;;DKK
1008193947;25834844;1220;7100;766;1082;2019;1326913;2.0;1.0;0.5;1.2;108900.0;60.0;500.0;2001.0;61;2018;46685;23.4;80.0;82.0;233866.0;2019.0;90.82;7.3;41.1;881616.0;190774.0;778328.0;81301.0;;DKK
1008193947;25834844;1205;7100;766;1082;2019;1326913;2.0;4.0;2.0;1.2;108900.0;60.0;500.0;2001.0;61;2018;46685;23.4;80.0;82.0;233866.0;2019.0;90.82;7.3;41.1;881616.0;190774.0;778328.0;81301.0;;DKK
1015090525;32067034;1205;4600;259;1085;2019;837087;4.0;1.0;0.25;27.9;829900.0;80.0;20.0;2009.0;61;2018;60836;25.7;77.1;79.5;236936.0;2019.0;216.9;15.7;58.2;;12508.0;12210.0;2414.0;;DKK
1008194056;25834933;1250;4300;316;1085;2019;837087;2.0;1.0;0.5;59.3;451120.0;60.0;50.0;2001.0;61;2018;71456;29.1;74.9;77.1;229668.0;2019.0;142.27;3.2;25.7;240733.0;41402.0;23231.0;1566.0;;DKK
1008194056;25834933;92;4300;316;1085;2019;837087;18.0;3.0;0.166666666666667;34.7;451120.0;60.0;50.0;2001.0;61;2018;71456;29.1;74.9;77.1;229668.0;2019.0;142.27;3.2;25.7;240733.0;41402.0;23231.0;1566.0;;DKK
1023575538;25834933;92;4700;370;1085;2019;837087;2.0;1.0;0.5;3.9;451120.0;60.0;50.0;2001.0;61;2018;83156;30.5;74.2;76.9;223879.0;2019.0;142.27;3.2;25.7;240733.0;41402.0;23231.0;1566.0;;DKK
1022653284;38789805;92;8462;751;1082;2019;1326913;2.0;1.0;0.5;11.1;452010.0;80.0;5.0;2017.0;61;2018;349977;21.2;70.5;73.4;234439.0;2019.0;116.93;-56.4;-116.0;;417.0;-1015.0;-572.0;;DKK
1008196059;25836804;92;7400;657;1082;2019;1326913;8.0;2.0;0.25;41.6;451120.0;80.0;10.0;2001.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;103.64;8.3;5.4;;3542.0;1117.0;989.0;;DKK
1008655428;25841379;1205;2970;210;1084;2019;1848989;2.0;0.0;0.0;37.8;620200.0;80.0;5.0;2001.0;61;2018;40821;22.7;76.5;78.6;281526.0;2019.0;78.5;-25.9;10.0;;2623.0;99.0;-199.0;;DKK
1003877352;25845641;1110;7840;779;1082;2019;1326913;4.0;3.0;0.75;23.8;251100.0;80.0;10.0;2001.0;61;2018;45924;23.0;74.8;76.7;215303.0;2019.0;112.93;15.2;27.9;;12008.0;4672.0;1594.0;;DKK
1019598671;25847997;1110;9362;851;1081;2019;590580;1.0;0.0;0.0;25.9;432200.0;80.0;2.0;2001.0;61;2018;217142;25.3;71.0;74.4;218056.0;2018.0;236.68;9.1;70.4;;919.0;1020.0;100.0;;DKK
1008224982;25852737;1170;4300;316;1085;2019;837087;2.0;0.0;0.0;59.3;802000.0;80.0;2.0;2001.0;61;2018;71456;29.1;74.9;77.1;229668.0;2019.0;74.71;45.5;-77.4;;1231.0;-536.0;196.0;;DKK
1008234759;25858832;1515;8230;751;1082;2019;1326913;2.0;0.0;0.0;67.7;620200.0;60.0;100.0;2001.0;59;2018;349977;21.2;70.5;73.4;234439.0;2019.0;171.63;21.0;39.5;;107084.0;20673.0;8508.0;;DKK
1003794112;25859472;92;4000;169;1084;2019;1848989;6.0;1.0;0.166666666666667;3.5;452010.0;80.0;5.0;2000.0;61;2018;50964;17.2;74.4;77.5;225609.0;2019.0;54.38;-30.6;-43.2;;1331.0;-846.0;-483.0;;DKK
1008253478;25862422;1110;6100;510;1083;2019;1223894;2.0;2.0;1.0;38.3;469000.0;80.0;20.0;2001.0;61;2018;55641;27.3;73.9;76.2;212391.0;2019.0;113.32;4.3;21.0;;13868.0;4545.0;442.0;;DKK
1000134766;25866746;1110;5220;461;1083;2019;1223894;2.0;0.0;0.0;38.8;259900.0;80.0;10.0;2001.0;61;2018;205297;22.5;68.3;71.2;211967.0;2019.0;86.59;3.0;4.1;;5071.0;220.0;5.0;;DKK
1000134766;25866746;1190;5220;461;1083;2019;1223894;4.0;0.0;0.0;38.8;259900.0;80.0;10.0;2001.0;61;2018;205297;22.5;68.3;71.2;211967.0;2019.0;86.59;3.0;4.1;;5071.0;220.0;5.0;;DKK
1008253001;25873904;1205;9400;851;1081;2019;590580;2.0;0.0;0.0;5.8;620200.0;60.0;10.0;2001.0;61;2018;217142;25.3;71.0;74.4;218056.0;2019.0;247.2;41.0;60.2;;7589.0;3487.0;1895.0;;DKK
1009194564;26680417;1235;7400;657;1082;2019;1326913;3.0;0.0;0.0;93.1;331100.0;80.0;5.0;2002.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;182.67;18.1;43.6;;1266.0;1723.0;533.0;;DKK
1009194564;26680417;1110;7400;657;1082;2019;1326913;6.0;3.0;0.5;4.3;331100.0;80.0;5.0;2002.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;182.67;18.1;43.6;;1266.0;1723.0;533.0;;DKK
1008257473;25877748;1110;6800;573;1083;2019;1223894;2.0;0.0;0.0;18.6;432200.0;60.0;10.0;2001.0;61;2018;49949;24.8;78.3;80.2;218754.0;2019.0;199.0;22.7;60.2;;6377.0;2612.0;832.0;;DKK
1008275269;25893387;93;7400;657;1082;2019;1326913;5.0;5.0;1.0;75.8;452010.0;80.0;20.0;2001.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;222.71;16.4;59.6;;12913.0;12325.0;2686.0;;DKK
1019565498;30350847;1205;8000;751;1082;2019;1326913;1.0;0.0;0.0;8.2;951200.0;60.0;50.0;2007.0;61;2018;349977;21.2;70.5;73.4;234439.0;2019.0;146.6;3.8;18.6;;32925.0;6283.0;1020.0;;DKK
1020066187;36058714;1220;3600;219;1084;2019;1848989;1.0;1.0;1.0;25.5;201300.0;60.0;50.0;2014.0;61;2018;51203;20.8;79.0;81.0;262199.0;2018.0;299.88;4.4;53.5;;82648.0;186743.0;11312.0;;DKK
1001589684;25895010;1190;9230;840;1081;2019;590580;4.0;2.0;0.5;15.6;281300.0;60.0;100.0;1969.0;61;2018;30116;28.8;80.2;82.4;238925.0;2019.0;113.7;9.8;17.6;288643.0;68916.0;27202.0;10265.0;;DKK
1008278292;25896122;92;8766;756;1082;2019;1326913;8.0;0.0;0.0;36.8;452010.0;80.0;2.0;2001.0;61;2018;41506;23.0;76.2;78.5;221583.0;2018.0;48.32;11.5;-50.7;;277.0;-153.0;15.0;;DKK
1020871594;37206245;1260;7400;657;1082;2019;1326913;1.0;1.0;1.0;4.3;476420.0;80.0;2.0;2015.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;441.37;4.0;6.7;;717.0;276.0;94.0;;DKK
1000073735;10417430;1220;3500;151;1084;2019;1848989;1.0;1.0;1.0;7.1;222200.0;60.0;100.0;1986.0;61;2018;48475;14.1;75.3;77.7;236121.0;2019.0;680.49;19.5;79.0;;123717.0;182611.0;35495.0;;DKK
1008304447;25918215;1110;6400;540;1083;2019;1223894;1.0;0.0;0.0;65.3;256200.0;80.0;5.0;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;230.59;15.6;53.0;;3142.0;1392.0;315.0;;DKK
1008307667;25921097;1205;3400;201;1084;2019;1848989;1.0;1.0;1.0;46.2;620200.0;80.0;20.0;2001.0;61;2018;25673;19.4;83.0;84.6;306103.0;2019.0;39.79;24.9;34.3;;26103.0;9219.0;4372.0;;DKK
1008309953;25923103;1220;4800;376;1085;2019;837087;4.0;0.0;0.0;2.3;466900.0;60.0;5.0;2001.0;61;2018;60751;31.6;69.2;72.1;203449.0;2019.0;261.16;5.5;62.3;;3939.0;1209.0;67.0;;DKK
1005083027;25923324;1205;7100;766;1082;2019;1326913;2.0;0.0;0.0;1.2;631200.0;60.0;10.0;2001.0;61;2018;46685;23.4;80.0;82.0;233866.0;2019.0;224.45;28.7;57.8;;10503.0;5475.0;2027.0;;DKK
1008316429;25928903;1190;2605;153;1084;2019;1848989;2.0;0.0;0.0;18.5;257300.0;80.0;5.0;2001.0;61;2018;35143;13.7;70.2;74.1;211029.0;2019.0;148.19;21.8;47.7;;705.0;1167.0;420.0;;DKK
1008316429;25928903;1160;2605;153;1084;2019;1848989;1.0;0.0;0.0;18.5;257300.0;80.0;5.0;2001.0;61;2018;35143;13.7;70.2;74.1;211029.0;2019.0;148.19;21.8;47.7;;705.0;1167.0;420.0;;DKK
1021082135;33768397;92;2500;101;1084;2019;1848989;3.0;2.0;0.666666666666667;22.0;452010.0;80.0;5.0;2011.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;77.51;-11.1;21.4;;1574.0;246.0;-102.0;;DKK
1008321244;25932250;92;9870;813;1081;2019;590580;4.0;1.0;0.25;18.5;467700.0;60.0;20.0;2001.0;61;2018;59761;25.9;73.1;76.1;214560.0;2019.0;371.97;13.5;72.9;;11240.0;7757.0;1209.0;;DKK
1016911611;25941772;1190;7100;766;1082;2019;1326913;2.0;1.0;0.5;1.2;282200.0;80.0;20.0;2001.0;61;2018;46685;23.4;80.0;82.0;233866.0;2019.0;166.33;15.0;50.4;;12683.0;11225.0;2181.0;;DKK
1017274666;25945697;1205;4300;316;1085;2019;837087;2.0;1.0;0.5;38.7;619000.0;60.0;10.0;2001.0;61;2018;71456;29.1;74.9;77.1;229668.0;2018.0;168.85;-12.0;65.2;;4053.0;7175.0;-954.0;;DKK
1002892940;26218993;1125;8700;615;1082;2019;1326913;2.0;0.0;0.0;121.2;271100.0;60.0;2.0;2001.0;61;2018;91296;22.1;75.4;77.6;230081.0;2018.0;53.95;33.8;-114.1;;301.0;-794.0;-1172.0;;DKK
1008349319;25958349;1210;6040;621;1083;2019;1223894;1.0;1.0;1.0;88.5;620200.0;80.0;10.0;2001.0;61;2018;93282;24.6;76.6;78.9;232918.0;2018.0;187.04;5.0;49.4;;3086.0;1487.0;111.0;;DKK
1008356803;25965000;1180;2610;101;1084;2019;1848989;2.0;1.0;0.5;202.4;282500.0;60.0;5.0;2001.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;434.53;-10.3;62.8;;3912.0;2648.0;-336.0;;DKK
1008349084;25971027;1110;6715;561;1083;2019;1223894;2.0;1.0;0.5;4.2;466100.0;60.0;10.0;2001.0;61;2018;115565;21.5;74.6;77.0;224598.0;2020.0;209.15;17.3;55.1;;6140.0;5592.0;1355.0;;DKK
1008288018;25972686;92;2770;101;1084;2019;1848989;1.0;1.0;1.0;30.5;451120.0;60.0;2.0;2001.0;61;2018;633021;12.6;73.2;76.2;228338.0;2019.0;132.92;4.3;33.0;;1069.0;1692.0;31.0;;DKK
1000489385;84667811;1205;6000;621;1083;2019;1223894;4.0;2.0;0.5;30.2;620100.0;60.0;200.0;1983.0;61;2018;93282;24.6;76.6;78.9;232918.0;2019.0;41.75;1.0;11.4;1360300.0;;247300.0;-52500.0;;DKK
1012913237;84667811;1205;9220;851;1081;2019;590580;1.0;0.0;0.0;3.4;620100.0;60.0;200.0;1983.0;61;2018;217142;25.3;71.0;74.4;218056.0;2019.0;41.75;1.0;11.4;1360300.0;;247300.0;-52500.0;;DKK
1002340998;84667811;1205;7400;657;1082;2019;1326913;3.0;0.0;0.0;50.9;620100.0;60.0;200.0;1983.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;41.75;1.0;11.4;1360300.0;;247300.0;-52500.0;;DKK
1003483455;84667811;1205;9800;860;1081;2019;590580;4.0;1.0;0.25;55.2;620100.0;60.0;200.0;1983.0;61;2018;64610;25.1;74.7;77.4;217772.0;2019.0;41.75;1.0;11.4;1360300.0;;247300.0;-52500.0;;DKK
1003483479;84667811;1205;8200;751;1082;2019;1326913;6.0;2.0;0.333333333333333;12.0;620100.0;60.0;200.0;1983.0;61;2018;349977;21.2;70.5;73.4;234439.0;2019.0;41.75;1.0;11.4;1360300.0;;247300.0;-52500.0;;DKK
1000936214;10089859;1205;9800;860;1081;2019;590580;1.0;0.0;0.0;55.2;464210.0;60.0;200.0;2002.0;61;2018;64610;25.1;74.7;77.4;217772.0;2018.0;138.91;12.1;49.7;;76396.0;46381.0;8071.0;;DKK
1008374194;25980255;92;7400;657;1082;2019;1326913;6.0;2.0;0.333333333333333;41.6;452010.0;80.0;5.0;2001.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;97.87;16.1;20.9;;2614.0;648.0;320.0;;DKK
1008374194;25980255;1250;7400;657;1082;2019;1326913;3.0;1.0;0.333333333333333;42.7;452010.0;80.0;5.0;2001.0;61;2018;89085;22.3;76.8;79.2;229212.0;2019.0;97.87;16.1;20.9;;2614.0;648.0;320.0;;DKK
1008381115;25986245;1110;2690;253;1085;2019;837087;4.0;1.0;0.25;11.6;242000.0;60.0;5.0;2001.0;61;2018;50469;19.7;79.5;81.5;259348.0;2019.0;184.77;51.5;55.2;;5072.0;2107.0;1509.0;;DKK
1013230966;25986679;1205;2630;169;1084;2019;1848989;2.0;0.0;0.0;17.2;465220.0;60.0;20.0;2001.0;61;2018;50964;17.2;74.4;77.5;225609.0;2019.0;152.82;20.6;44.6;;18669.0;14289.0;5485.0;;DKK
1009672105;34044511;1220;5874;450;1083;2019;1223894;3.0;1.0;0.333333333333333;82.8;172900.0;60.0;200.0;1971.0;61;2018;31991;26.8;71.5;74.0;215483.0;2019.0;212.03;5.3;58.3;405673.0;;191763.0;17015.0;;DKK
1003041431;34044511;1190;5700;479;1083;2019;1223894;10.0;2.0;0.2;3.0;172900.0;60.0;200.0;1971.0;61;2018;58485;26.3;70.6;73.3;218492.0;2019.0;212.03;5.3;58.3;405673.0;;191763.0;17015.0;;DKK
1003041455;34044511;1130;5700;479;1083;2019;1223894;2.0;0.0;0.0;230.3;172900.0;60.0;200.0;1971.0;61;2018;58485;26.3;70.6;73.3;218492.0;2019.0;212.03;5.3;58.3;405673.0;;191763.0;17015.0;;DKK
1003963956;34044511;1205;5700;479;1083;2019;1223894;2.0;2.0;1.0;70.2;172900.0;60.0;200.0;1971.0;61;2018;58485;26.3;70.6;73.3;218492.0;2019.0;212.03;5.3;58.3;405673.0;;191763.0;17015.0;;DKK
1003041431;34044511;1110;5700;479;1083;2019;1223894;2.0;1.0;0.5;3.0;172900.0;60.0;200.0;1971.0;61;2018;58485;26.3;70.6;73.3;218492.0;2019.0;212.03;5.3;58.3;405673.0;;191763.0;17015.0;;DKK
1008393873;25997697;1190;9260;840;1081;2019;590580;2.0;2.0;1.0;6.8;257300.0;80.0;5.0;2001.0;61;2018;30116;28.8;80.2;82.4;238925.0;2019.0;106.77;8.9;27.8;;3338.0;1950.0;409.0;;DKK
1018094467;26440394;1235;4100;259;1085;2019;837087;2.0;0.0;0.0;333.3;466300.0;60.0;10.0;2002.0;61;2018;60836;25.7;77.1;79.5;236936.0;2019.0;132.8;4.0;34.0;;9731.0;8759.0;493.0;;DKK
1020299556;26674972;1235;2650;153;1084;2019;1848989;2.0;1.0;0.5;274.0;466300.0;60.0;10.0;2002.0;61;2018;35143;13.7;70.2;74.1;211029.0;2019.0;163.47;9.9;38.4;;17935.0;20913.0;4145.0;;DKK
1022297208;26714818;1235;8700;615;1082;2019;1326913;2.0;0.0;0.0;137.7;466900.0;60.0;50.0;1967.0;61;2018;91296;22.1;75.4;77.6;230081.0;2019.0;100.12;4.6;27.9;;76393.0;39678.0;4857.0;;DKK
1008252242;26009944;92;7000;607;1083;2019;1223894;1.0;0.0;0.0;22.3;439990.0;80.0;20.0;2001.0;61;2018;51420;23.6;73.4;76.3;222200.0;2019.0;158.47;12.6;64.7;;30721.0;14707.0;2296.0;;DKK
1008252242;26009944;1235;7000;607;1083;2019;1223894;2.0;0.0;0.0;183.4;439990.0;80.0;20.0;2001.0;61;2018;51420;23.6;73.4;76.3;222200.0;2019.0;158.47;12.6;64.7;;30721.0;14707.0;2296.0;;DKK
1008412258;26014409;1190;6852;573;1083;2019;1223894;2.0;1.0;0.5;90.9;256200.0;60.0;5.0;2001.0;61;2018;49949;24.8;78.3;80.2;218754.0;2019.0;418.36;9.7;73.4;;6801.0;11480.0;1128.0;;DKK
1008412258;26014409;1110;6852;573;1083;2019;1223894;8.0;0.0;0.0;19.3;256200.0;60.0;5.0;2001.0;61;2018;49949;24.8;78.3;80.2;218754.0;2019.0;418.36;9.7;73.4;;6801.0;11480.0;1128.0;;DKK
1014137676;31185874;1235;8961;707;1082;2019;1326913;2.0;0.0;0.0;87.0;251100.0;80.0;20.0;2008.0;61;2018;37360;25.1;72.0;75.2;207855.0;2019.0;195.1;10.7;54.3;;11917.0;5206.0;783.0;;DKK
1014137676;31185874;1110;8961;707;1082;2019;1326913;2.0;0.0;0.0;30.6;251100.0;80.0;20.0;2008.0;61;2018;37360;25.1;72.0;75.2;207855.0;2019.0;195.1;10.7;54.3;;11917.0;5206.0;783.0;;DKK
1008413521;26015472;1250;6200;580;1083;2019;1223894;1.0;1.0;1.0;165.8;451120.0;60.0;20.0;2001.0;61;2018;58780;24.2;74.0;76.4;213650.0;2019.0;138.43;4.6;36.2;;19079.0;18005.0;1524.0;;DKK
1008413521;26015472;92;6200;580;1083;2019;1223894;10.0;1.0;0.1;4.8;451120.0;60.0;20.0;2001.0;61;2018;58780;24.2;74.0;76.4;213650.0;2019.0;138.43;4.6;36.2;;19079.0;18005.0;1524.0;;DKK
1008700288;26015472;92;6400;540;1083;2019;1223894;6.0;2.0;0.333333333333333;31.1;451120.0;60.0;20.0;2001.0;61;2018;74233;20.1;72.9;75.3;215616.0;2019.0;138.43;4.6;36.2;;19079.0;18005.0;1524.0;;DKK
